,M
2676,-8
2677,-8
2678,-9
2679,-9
2680,-9
2681,-10
2682,-9
2683,-7
2684,-6
2685,-10
2686,-7
2687,-8
2688,-7
2689,-6
2690,-6
2691,-8
2692,-6
2693,-6
2694,-11
2695,-10
2696,-6
2697,-5
2698,-8
2699,-5
2700,-8
2701,-9
2702,-3
2703,-4
2704,-6
2705,-6
2706,-7
2707,-3
2708,-9
2709,-8
2710,-5
2711,-7
2712,-8
2713,-5
2714,-4
2715,-7
2716,-3
2717,-6
2718,-9
2719,-6
2720,-5
2721,-6
2722,-4
2723,-6
2724,-8
2725,-7
2726,-7
2727,-5
2728,-1
2729,-7
2730,-6
2731,-6
2732,-9
2733,-7
2734,-5
2735,-2
2736,-5
2737,-7
2738,-3
2739,-5
2740,-8
2741,-5
2742,-3
2743,-8
2744,-4
2745,-4
2746,-5
2747,-8
2748,-4
2749,-6
2750,-7
2751,-8
2752,-5
2753,-6
2754,-6
2755,-6
2756,-11
2757,-8
2758,-7
2759,-6
2760,-5
2761,-8
2762,-11
2763,-9
2764,-9
2765,-8
2766,-4
2767,-11
2768,-6
2769,-8
2770,-7
2771,-8
2772,-14
2773,-8
2774,-11
2775,-8
2776,-13
2777,-10
2778,-12
2779,-10
2780,-14
2781,-11
2782,-12
2783,-12
2784,-11
2785,-10
2786,-12
2787,-10
2788,-13
2789,-12
2790,-9
2791,-11
2792,-9
2793,-10
2794,-10
2795,-9
2796,-12
2797,-12
2798,-12
2799,-9
2800,-12
2801,-9
2802,-14
2803,-10
2804,-10
2805,-11
2806,-10
2807,-10
2808,-10
2809,-9
2810,-9
2811,-10
2812,-8
2813,-11
2814,-8
2815,-10
2816,-9
2817,-9
2818,-9
2819,-9
2820,-11
2821,-6
2822,-9
2823,-7
2824,-7
2825,-6
2826,-10
2827,-8
2828,-9
2829,-7
2830,-7
2831,-7
2832,-2
2833,-5
2834,-8
2835,-8
2836,-3
2837,-1
2838,-5
2839,-2
2840,-4
2841,-6
2842,-4
2843,-3
2844,-4
2845,-4
2846,-3
2847,-2
2848,-2
2849,-4
2850,-3
2851,-2
2852,-2
2853,-1
2854,-1
2855,-3
2856,-1
2857,-2
2858,-5
2859,-2
2860,-1
2861,0
2862,1
2863,-3
2864,0
2865,-1
2866,0
2867,0
2868,3
2869,-1
2870,0
2871,3
2872,0
2873,2
2874,3
2875,1
2876,1
2877,3
2878,5
2879,1
2880,2
2881,5
2882,5
2883,6
2884,5
2885,5
2886,5
2887,4
2888,5
2889,3
2890,6
2891,8
2892,10
2893,7
2894,7
2895,8
2896,8
2897,7
2898,9
2899,10
2900,7
2901,10
2902,13
2903,7
2904,8
2905,14
2906,8
2907,9
2908,11
2909,11
2910,9
2911,10
2912,13
2913,11
2914,11
2915,12
2916,13
2917,12
2918,9
2919,10
2920,10
2921,9
2922,10
2923,14
2924,8
2925,14
2926,9
2927,9
2928,8
2929,10
2930,9
2931,10
2932,9
2933,10
2934,9
2935,10
2936,12
2937,14
2938,12
2939,11
2940,10
2941,9
2942,9
2943,9
2944,10
2945,12
2946,11
2947,12
2948,12
2949,10
2950,11
2951,10
2952,13
2953,10
2954,14
2955,13
2956,11
2957,8
2958,13
2959,11
2960,12
2961,10
2962,16
2963,14
2964,14
2965,10
2966,13
2967,14
2968,13
2969,13
2970,14
2971,12
2972,11
2973,13
2974,15
2975,13
2976,14
2977,14
2978,17
2979,18
2980,15
2981,17
2982,14
2983,16
2984,14
2985,18
2986,16
2987,15
2988,15
2989,17
2990,18
2991,18
2992,20
2993,18
2994,16
2995,16
2996,14
2997,17
2998,10
2999,16
3000,17
3001,17
3002,14
3003,16
3004,13
3005,14
3006,16
3007,14
3008,17
3009,14
3010,13
3011,14
3012,15
3013,16
3014,15
3015,12
3016,16
3017,11
3018,11
3019,11
3020,14
3021,11
3022,9
3023,13
3024,12
3025,10
3026,11
3027,10
3028,8
3029,7
3030,7
3031,10
3032,6
3033,8
3034,8
3035,5
3036,7
3037,8
3038,6
3039,7
3040,5
3041,5
3042,4
3043,3
3044,3
3045,3
3046,5
3047,3
3048,0
3049,2
3050,0
3051,-1
3052,-3
3053,0
3054,-2
3055,2
3056,-7
3057,-2
3058,-4
3059,-1
3060,-4
3061,-5
3062,-4
3063,-6
3064,-5
3065,-8
3066,-7
3067,-6
3068,-5
3069,-4
3070,-7
3071,-8
3072,-8
3073,-8
3074,-10
3075,-9
3076,-5
3077,-7
3078,-8
3079,-8
3080,-11
3081,-11
3082,-10
3083,-8
3084,-8
3085,-10
3086,-10
3087,-11
3088,-11
3089,-8
3090,-10
3091,-4
3092,-9
3093,-7
3094,-9
3095,-12
3096,-9
3097,-11
3098,-12
3099,-7
3100,-6
3101,-4
3102,-9
3103,-9
3104,-7
3105,-8
3106,-9
3107,-8
3108,-5
3109,-6
3110,-6
3111,-8
3112,-6
3113,-6
3114,-4
3115,-5
3116,-3
3117,-4
3118,-6
3119,-3
3120,-3
3121,-1
3122,-6
3123,-3
3124,-5
3125,-2
3126,-6
3127,-3
3128,-5
3129,-1
3130,0
3131,-2
3132,-1
3133,-4
3134,-3
3135,-2
3136,1
3137,-3
3138,-1
3139,-1
3140,1
3141,-1
3142,-2
3143,1
3144,-1
3145,-3
3146,-1
3147,0
3148,-1
3149,-2
3150,-1
3151,-3
3152,-2
3153,-1
3154,-4
3155,-3
3156,-2
3157,0
3158,-4
3159,-3
3160,-4
3161,-1
3162,-5
3163,-2
3164,-3
3165,-5
3166,-3
3167,-4
3168,-4
3169,-4
3170,-4
3171,-5
3172,-5
3173,-4
3174,-3
3175,-4
3176,-6
3177,-4
3178,-2
3179,-3
3180,-4
3181,-5
3182,-4
3183,-4
3184,-3
3185,-2
3186,-2
3187,-2
3188,-2
3189,-6
3190,-4
3191,-3
3192,-1
3193,-3
3194,-2
3195,1
3196,-4
3197,-5
3198,-3
3199,-1
3200,0
3201,-2
3202,0
3203,-2
3204,-1
3205,-1
3206,-2
3207,-2
3208,2
3209,1
3210,1
3211,-1
3212,-3
3213,0
3214,2
3215,-3
3216,2
3217,2
3218,2
3219,3
3220,1
3221,-2
3222,-1
3223,3
3224,3
3225,2
3226,3
3227,1
3228,1
3229,-1
3230,2
3231,4
3232,4
3233,6
3234,6
3235,2
3236,4
3237,8
3238,7
3239,8
3240,9
3241,9
3242,7
3243,7
3244,10
3245,8
3246,11
3247,10
3248,11
3249,12
3250,11
3251,12
3252,14
3253,13
3254,20
3255,16
3256,17
3257,15
3258,16
3259,19
3260,15
3261,16
3262,20
3263,17
3264,17
3265,22
3266,20
3267,23
3268,20
3269,26
3270,26
3271,27
3272,25
3273,24
3274,23
3275,25
3276,22
3277,30
3278,32
3279,29
3280,30
3281,31
3282,30
3283,29
3284,34
3285,31
3286,31
3287,34
3288,35
3289,32
3290,27
3291,30
3292,34
3293,33
3294,34
3295,36
3296,32
3297,35
3298,32
3299,34
3300,39
3301,39
3302,39
3303,33
3304,38
3305,37
3306,38
3307,36
3308,39
3309,37
3310,41
3311,39
3312,40
3313,39
3314,39
3315,41
3316,40
3317,45
3318,43
3319,40
3320,40
3321,39
3322,39
3323,42
3324,41
3325,41
3326,39
3327,43
3328,40
3329,41
3330,39
3331,43
3332,40
3333,46
3334,41
3335,41
3336,40
3337,40
3338,43
3339,47
3340,45
3341,42
3342,44
3343,43
3344,42
3345,39
3346,45
3347,48
3348,44
3349,44
3350,43
3351,41
3352,42
3353,42
3354,46
3355,44
3356,46
3357,44
3358,45
3359,46
3360,43
3361,43
3362,46
3363,46
3364,46
3365,46
3366,43
3367,43
3368,45
3369,48
3370,46
3371,44
3372,47
3373,45
3374,49
3375,43
3376,50
3377,50
3378,49
3379,51
3380,48
3381,47
3382,50
3383,49
3384,52
3385,49
3386,50
3387,51
3388,52
3389,50
3390,54
3391,54
3392,52
3393,55
3394,53
3395,53
3396,55
3397,55
3398,57
3399,54
3400,54
3401,56
3402,55
3403,56
3404,55
3405,55
3406,55
3407,56
3408,55
3409,57
3410,55
3411,54
3412,57
3413,58
3414,53
3415,50
3416,57
3417,56
3418,56
3419,55
3420,55
3421,54
3422,57
3423,58
3424,58
3425,61
3426,61
3427,55
3428,57
3429,59
3430,58
3431,60
3432,60
3433,59
3434,58
3435,60
3436,60
3437,56
3438,59
3439,59
3440,58
3441,61
3442,58
3443,61
3444,57
3445,59
3446,56
3447,56
3448,54
3449,57
3450,56
3451,59
3452,55
3453,55
3454,54
3455,53
3456,54
3457,56
3458,56
3459,54
3460,51
3461,52
3462,54
3463,52
3464,54
3465,55
3466,52
3467,54
3468,54
3469,51
3470,50
3471,51
3472,52
3473,52
3474,50
3475,48
3476,50
3477,49
3478,51
3479,49
3480,52
3481,49
3482,48
3483,46
3484,49
3485,49
3486,49
3487,49
3488,47
3489,52
3490,50
3491,44
3492,46
3493,46
3494,45
3495,47
3496,43
3497,47
3498,47
3499,46
3500,45
3501,46
3502,46
3503,49
3504,42
3505,45
3506,46
3507,44
3508,46
3509,45
3510,46
3511,43
3512,46
3513,45
3514,43
3515,43
3516,44
3517,45
3518,46
3519,44
3520,43
3521,41
3522,40
3523,44
3524,46
3525,44
3526,41
3527,42
3528,44
3529,43
3530,41
3531,44
3532,42
3533,40
3534,43
3535,42
3536,41
3537,40
3538,41
3539,38
3540,40
3541,41
3542,39
3543,40
3544,37
3545,37
3546,37
3547,37
3548,37
3549,36
3550,36
3551,39
3552,38
3553,35
3554,35
3555,39
3556,36
3557,39
3558,33
3559,38
3560,32
3561,34
3562,36
3563,32
3564,33
3565,33
3566,30
3567,30
3568,32
3569,28
3570,34
3571,30
3572,29
3573,29
3574,28
3575,29
3576,28
3577,28
3578,30
3579,29
3580,28
3581,26
3582,29
3583,27
3584,28
3585,24
3586,26
3587,23
3588,25
3589,27
3590,23
3591,22
3592,23
3593,24
3594,25
3595,26
3596,23
3597,24
3598,24
3599,23
3600,23
3601,26
3602,21
3603,20
3604,23
3605,21
3606,23
3607,16
3608,18
3609,23
3610,20
3611,22
3612,20
3613,15
3614,18
3615,19
3616,21
3617,18
3618,20
3619,18
3620,17
3621,17
3622,21
3623,15
3624,19
3625,17
3626,15
3627,20
3628,18
3629,19
3630,17
3631,17
3632,19
3633,20
3634,19
3635,18
3636,20
3637,17
3638,18
3639,18
3640,17
3641,19
3642,20
3643,18
3644,18
3645,18
3646,18
3647,20
3648,17
3649,19
3650,18
3651,19
3652,19
3653,18
3654,17
3655,18
3656,15
3657,18
3658,17
3659,15
3660,16
3661,12
3662,19
3663,15
3664,17
3665,16
3666,14
3667,15
3668,16
3669,14
3670,16
3671,16
3672,12
3673,16
3674,13
3675,15
3676,13
3677,14
3678,10
3679,14
3680,13
3681,15
3682,14
3683,11
3684,10
3685,14
3686,10
3687,10
3688,19
3689,13
3690,11
3691,11
3692,13
3693,10
3694,12
3695,9
3696,13
3697,11
3698,10
3699,11
3700,8
3701,11
3702,9
3703,10
3704,8
3705,9
3706,8
3707,9
3708,9
3709,9
3710,8
3711,7
3712,9
3713,5
3714,6
3715,10
3716,6
3717,8
3718,5
3719,10
3720,8
3721,10
3722,9
3723,6
3724,3
3725,6
3726,7
3727,6
3728,5
3729,6
3730,5
3731,3
3732,5
3733,1
3734,6
3735,1
3736,4
3737,2
3738,4
3739,4
3740,6
3741,3
3742,2
3743,5
3744,6
3745,0
3746,5
3747,3
3748,2
3749,1
3750,1
3751,0
3752,0
3753,1
3754,4
3755,3
3756,3
3757,5
3758,5
3759,3
3760,2
3761,3
3762,4
3763,0
3764,3
3765,2
3766,6
3767,6
3768,6
3769,4
3770,6
3771,5
3772,5
3773,9
3774,7
3775,6
3776,5
3777,8
3778,11
3779,7
3780,6
3781,10
3782,11
3783,8
3784,9
3785,11
3786,13
3787,10
3788,14
3789,14
3790,13
3791,14
3792,14
3793,15
3794,14
3795,18
3796,18
3797,18
3798,19
3799,15
3800,19
3801,20
3802,19
3803,17
3804,21
3805,21
3806,19
3807,21
3808,18
3809,19
3810,22
3811,23
3812,24
3813,25
3814,19
3815,24
3816,21
3817,25
3818,23
3819,23
3820,27
3821,26
3822,24
3823,26
3824,26
3825,26
3826,27
3827,28
3828,27
3829,25
3830,25
3831,27
3832,25
3833,26
3834,29
3835,33
3836,29
3837,27
3838,27
3839,28
3840,26
3841,31
3842,32
3843,30
3844,30
3845,28
3846,29
3847,28
3848,29
3849,29
3850,31
3851,29
3852,32
3853,32
3854,29
3855,34
3856,28
3857,31
3858,32
3859,32
3860,32
3861,30
3862,34
3863,32
3864,30
3865,31
3866,34
3867,33
3868,32
3869,31
3870,31
3871,31
3872,34
3873,31
3874,31
3875,34
3876,32
3877,29
3878,28
3879,34
3880,35
3881,34
3882,34
3883,36
3884,33
3885,31
3886,31
3887,33
3888,33
3889,36
3890,34
3891,35
3892,33
3893,33
3894,31
3895,32
3896,35
3897,34
3898,33
3899,34
3900,34
3901,34
3902,30
3903,35
3904,34
3905,33
3906,32
3907,33
3908,34
3909,32
3910,31
3911,36
3912,36
3913,36
3914,35
3915,35
3916,34
3917,31
3918,33
3919,32
3920,34
3921,39
3922,34
3923,33
3924,35
3925,36
3926,40
3927,37
3928,41
3929,37
3930,36
3931,37
3932,33
3933,31
3934,39
3935,36
3936,35
3937,33
3938,33
3939,35
3940,35
3941,32
3942,32
3943,34
3944,35
3945,33
3946,32
3947,32
3948,32
3949,33
3950,31
3951,33
3952,34
3953,32
3954,32
3955,28
3956,29
3957,27
3958,28
3959,29
3960,30
3961,28
3962,30
3963,22
3964,26
3965,29
3966,29
3967,24
3968,28
3969,27
3970,25
3971,25
3972,23
3973,27
3974,26
3975,23
3976,21
3977,28
3978,24
3979,23
3980,24
3981,27
3982,24
3983,25
3984,24
3985,23
3986,22
3987,26
3988,22
3989,26
3990,24
3991,23
3992,21
3993,21
3994,22
3995,24
3996,24
3997,23
3998,28
3999,23
4000,22
4001,21
4002,21
4003,23
4004,21
4005,26
4006,25
4007,21
4008,22
4009,22
4010,20
4011,20
4012,24
4013,23
4014,22
4015,21
4016,21
4017,21
4018,21
4019,21
4020,23
4021,20
4022,23
4023,22
4024,21
4025,18
4026,18
4027,20
4028,18
4029,23
4030,23
4031,22
4032,17
4033,19
4034,23
4035,19
4036,21
4037,23
4038,20
4039,20
4040,18
4041,18
4042,21
4043,19
4044,20
4045,19
4046,20
4047,19
4048,21
4049,20
4050,19
4051,20
4052,21
4053,19
4054,18
4055,19
4056,16
4057,19
4058,18
4059,20
4060,18
4061,17
4062,19
4063,15
4064,16
4065,16
4066,19
4067,14
4068,18
4069,17
4070,19
4071,16
4072,16
4073,16
4074,16
4075,19
4076,17
4077,18
4078,16
4079,15
4080,15
4081,17
4082,15
4083,14
4084,16
4085,16
4086,15
4087,13
4088,15
4089,18
4090,15
4091,13
4092,15
4093,15
4094,15
4095,16
4096,13
4097,15
4098,13
4099,13
4100,14
4101,10
4102,12
4103,11
4104,13
4105,12
4106,10
4107,11
4108,10
4109,10
4110,7
4111,9
4112,9
4113,6
4114,11
4115,4
4116,4
4117,3
4118,8
4119,5
4120,3
4121,4
4122,7
4123,7
4124,3
4125,3
4126,5
4127,3
4128,5
4129,0
4130,2
4131,3
4132,3
4133,-1
4134,1
4135,-1
4136,2
4137,4
4138,0
4139,-1
4140,-2
4141,-2
4142,-4
4143,-2
4144,-4
4145,-5
4146,-3
4147,-3
4148,-3
4149,-4
4150,-4
4151,-5
4152,-2
4153,-6
4154,-5
4155,-7
4156,-4
4157,-7
4158,-6
4159,-4
4160,-6
4161,-6
4162,-7
4163,-4
4164,-7
4165,-6
4166,-3
4167,-6
4168,-6
4169,-6
4170,-9
4171,-7
4172,-6
4173,-8
4174,-5
4175,-5
4176,-2
4177,-4
4178,-7
4179,-6
4180,-6
4181,-6
4182,-8
4183,-1
4184,-5
4185,-6
4186,-5
4187,-7
4188,-7
4189,-4
4190,-5
4191,-4
4192,-5
4193,-4
4194,-6
4195,-4
4196,-8
4197,-5
4198,-6
4199,-3
4200,-7
4201,-5
4202,-6
4203,-5
4204,-4
4205,-5
4206,-4
4207,-2
4208,-5
4209,-5
4210,-4
4211,-4
4212,-5
4213,-2
4214,-3
4215,-3
4216,0
4217,-4
4218,-4
4219,-3
4220,-1
4221,-2
4222,-1
4223,-2
4224,-2
4225,-1
4226,-3
4227,-5
4228,2
4229,0
4230,0
4231,-2
4232,0
4233,0
4234,-3
4235,2
4236,4
4237,1
4238,2
4239,2
4240,1
4241,-3
4242,-3
4243,2
4244,1
4245,3
4246,0
4247,1
4248,1
4249,-1
4250,0
4251,2
4252,2
4253,0
4254,2
4255,0
4256,3
4257,1
4258,2
4259,2
4260,5
4261,5
4262,4
4263,0
4264,-1
4265,-1
4266,2
4267,5
4268,3
4269,6
4270,4
4271,3
4272,3
4273,5
4274,6
4275,5
4276,9
4277,8
4278,5
4279,7
4280,4
4281,4
4282,7
4283,6
4284,7
4285,9
4286,7
4287,6
4288,6
4289,6
4290,8
4291,7
4292,6
4293,8
4294,10
4295,10
4296,8
4297,11
4298,13
4299,13
4300,10
4301,8
4302,10
4303,11
4304,11
4305,12
4306,14
4307,11
4308,14
4309,10
4310,10
4311,11
4312,13
4313,14
4314,15
4315,14
4316,16
4317,14
4318,14
4319,15
4320,12
4321,15
4322,12
4323,18
4324,13
4325,13
4326,17
4327,13
4328,14
4329,13
4330,16
4331,17
4332,13
4333,14
4334,14
4335,14
4336,14
4337,14
4338,14
4339,14
4340,13
4341,12
4342,13
4343,12
4344,17
4345,17
4346,15
4347,17
4348,16
4349,14
4350,16
4351,12
4352,18
4353,16
4354,13
4355,16
4356,11
4357,14
4358,13
4359,16
4360,16
4361,17
4362,19
4363,12
4364,15
4365,15
4366,16
4367,19
4368,18
4369,17
4370,15
4371,16
4372,11
4373,13
4374,14
4375,13
4376,16
4377,14
4378,14
4379,12
4380,10
4381,13
4382,14
4383,13
4384,14
4385,11
4386,14
4387,14
4388,12
4389,13
4390,13
4391,14
4392,14
4393,12
4394,12
4395,10
4396,13
4397,13
4398,12
4399,12
4400,13
4401,16
4402,12
4403,9
4404,11
4405,10
4406,13
4407,13
4408,10
4409,7
4410,9
4411,9
4412,11
4413,13
4414,9
4415,10
4416,10
4417,9
4418,12
4419,10
4420,10
4421,9
4422,11
4423,10
4424,10
4425,7
4426,9
4427,8
4428,11
4429,9
4430,11
4431,10
4432,9
4433,7
4434,7
4435,8
4436,8
4437,9
4438,11
4439,10
4440,11
4441,11
4442,7
4443,9
4444,11
4445,9
4446,12
4447,10
4448,12
4449,9
4450,8
4451,7
4452,9
4453,11
4454,9
4455,10
4456,9
4457,9
4458,7
4459,8
4460,7
4461,10
4462,12
4463,13
4464,11
4465,9
4466,10
4467,13
4468,10
4469,14
4470,13
4471,11
4472,10
4473,11
4474,10
4475,12
4476,14
4477,16
4478,14
4479,8
4480,11
4481,12
4482,13
4483,13
4484,13
4485,12
4486,14
4487,15
4488,15
4489,14
4490,9
4491,13
4492,14
4493,15
4494,14
4495,13
4496,11
4497,14
4498,13
4499,12
4500,17
4501,13
4502,18
4503,16
4504,13
4505,16
4506,13
4507,14
4508,13
4509,14
4510,13
4511,14
4512,12
4513,13
4514,16
4515,15
4516,15
4517,14
4518,13
4519,15
4520,11
4521,13
4522,14
4523,11
4524,11
4525,11
4526,10
4527,11
4528,10
4529,10
4530,11
4531,10
4532,10
4533,6
4534,8
4535,7
4536,7
4537,8
4538,7
4539,10
4540,8
4541,7
4542,7
4543,4
4544,4
4545,5
4546,3
4547,6
4548,3
4549,6
4550,3
4551,2
4552,4
4553,1
4554,1
4555,5
4556,2
4557,2
4558,-2
4559,-2
4560,0
4561,2
4562,-2
4563,1
4564,1
4565,-3
4566,1
4567,-1
4568,-1
4569,1
4570,-2
4571,0
4572,-2
4573,2
4574,-3
4575,-2
4576,-4
4577,-2
4578,-1
4579,-4
4580,-2
4581,-3
4582,-3
4583,-3
4584,1
4585,-1
4586,1
4587,-1
4588,-2
4589,-5
4590,-3
4591,1
4592,3
4593,2
4594,-2
4595,-1
4596,-2
4597,1
4598,-1
4599,1
4600,0
4601,-2
4602,2
4603,1
4604,1
4605,1
4606,4
4607,2
4608,3
4609,1
4610,1
4611,3
4612,1
4613,6
4614,3
4615,4
4616,1
4617,5
4618,3
4619,3
4620,2
4621,1
4622,0
4623,2
4624,2
4625,0
4626,0
4627,5
4628,1
4629,3
4630,2
4631,4
4632,1
4633,0
4634,3
4635,-2
4636,-2
4637,-1
4638,-1
4639,-2
4640,2
4641,-1
4642,-3
4643,-3
4644,-1
4645,-1
4646,-1
4647,-2
4648,-1
4649,-4
4650,-4
4651,-5
4652,-5
4653,-5
4654,1
4655,-3
4656,-3
4657,-6
4658,-4
4659,-5
4660,-3
4661,-2
4662,-3
4663,-4
4664,-5
4665,-5
4666,-6
4667,-10
4668,-7
4669,-5
4670,-5
4671,-7
4672,-4
4673,-5
4674,-8
4675,-5
4676,-6
4677,-6
4678,-5
4679,-9
4680,-8
4681,-9
4682,-11
4683,-5
4684,-6
4685,-5
4686,-6
4687,-9
4688,-6
4689,-7
4690,-7
4691,-8
4692,-6
4693,-8
4694,-5
4695,-6
4696,-9
4697,-8
4698,-8
4699,-9
4700,-10
4701,-3
4702,-10
4703,-9
4704,-10
4705,-10
4706,-10
4707,-7
4708,-8
4709,-10
4710,-10
4711,-9
4712,-10
4713,-13
4714,-11
4715,-7
4716,-9
4717,-10
4718,-10
4719,-11
4720,-10
4721,-12
4722,-14
4723,-11
4724,-10
4725,-9
4726,-10
4727,-12
4728,-11
4729,-9
4730,-11
4731,-10
4732,-11
4733,-9
4734,-12
4735,-10
4736,-11
4737,-13
4738,-7
4739,-9
4740,-10
4741,-9
4742,-8
4743,-12
4744,-12
4745,-10
4746,-11
4747,-9
4748,-10
4749,-11
4750,-9
4751,-9
4752,-10
4753,-11
4754,-8
4755,-10
4756,-8
4757,-9
4758,-10
4759,-10
4760,-9
4761,-10
4762,-9
4763,-12
4764,-11
4765,-10
4766,-10
4767,-10
4768,-11
4769,-9
4770,-9
4771,-11
4772,-12
4773,-13
4774,-11
4775,-12
4776,-11
4777,-12
4778,-12
4779,-11
4780,-11
4781,-11
4782,-12
4783,-11
4784,-12
4785,-12
4786,-10
4787,-10
4788,-11
4789,-10
4790,-11
4791,-10
4792,-12
4793,-13
4794,-12
4795,-10
4796,-11
4797,-12
4798,-12
4799,-13
4800,-13
4801,-12
4802,-12
4803,-12
4804,-11
4805,-13
4806,-12
4807,-11
4808,-11
4809,-11
4810,-11
4811,-11
4812,-11
4813,-10
4814,-11
4815,-12
4816,-10
4817,-12
4818,-11
4819,-10
4820,-11
4821,-9
4822,-10
4823,-10
4824,-10
4825,-10
4826,-10
4827,-9
4828,-9
4829,-11
4830,-10
4831,-10
4832,-10
4833,-8
4834,-9
4835,-9
4836,-9
4837,-9
4838,-8
4839,-9
4840,-8
4841,-9
4842,-8
4843,-8
4844,-8
4845,-8
4846,-9
4847,-9
4848,-10
4849,-7
4850,-7
4851,-9
4852,-7
4853,-8
4854,-8
4855,-7
4856,-6
4857,-6
4858,-8
4859,-7
4860,-7
4861,-6
4862,-7
4863,-6
4864,-6
4865,-5
4866,-7
4867,-6
4868,-7
4869,-5
4870,-6
4871,-6
4872,-5
4873,-6
4874,-5
4875,-6
4876,-6
4877,-5
4878,-5
4879,-6
4880,-6
4881,-5
4882,-6
4883,-6
4884,-6
4885,-6
4886,-6
4887,-6
4888,-5
4889,-6
4890,-6
4891,-5
4892,-5
4893,-5
4894,-5
4895,-4
4896,-4
4897,-5
4898,-5
4899,-5
4900,-3
4901,-5
4902,-5
4903,-5
4904,-4
4905,-5
4906,-4
4907,-5
4908,-5
4909,-5
4910,-5
4911,-4
4912,-5
4913,-3
4914,-4
4915,-5
4916,-5
4917,-5
4918,-5
4919,-4
4920,-3
4921,-4
4922,-4
4923,-4
4924,-3
4925,-4
4926,-3
4927,-4
4928,-3
4929,-4
4930,-3
4931,-4
4932,-4
4933,-3
4934,-3
4935,-3
4936,-3
4937,-4
4938,-3
4939,-4
4940,-4
4941,-3
4942,-4
4943,-3
4944,-4
4945,-4
4946,-4
4947,-4
4948,-4
4949,-4
4950,-4
4951,-4
4952,-3
4953,-3
4954,-4
4955,-3
4956,-3
4957,-3
4958,-4
4959,-3
4960,-4
4961,-4
4962,-3
4963,-3
4964,-3
4965,-4
4966,-4
4967,-4
4968,-4
4969,-7
4970,-4
4971,-8
4972,-8
4973,-5
4974,-9
4975,-10
4976,-9
4977,-9
4978,-8
4979,-6
4980,-8
4981,-7
4982,-5
4983,-5
4984,0
4985,-6
4986,-7
4987,-8
4988,-8
4989,-4
4990,-5
4991,-8
4992,-7
4993,-4
4994,-9
4995,-2
4996,-5
4997,-5
4998,-7
4999,-7
5000,-9
5001,-9
5002,-11
5003,-10
5004,-12
5005,-9
5006,-11
5007,-10
5008,-7
5009,-9
5010,-10
5011,-8
5012,-7
5013,-5
5014,-6
5015,-4
5016,-6
5017,-5
5018,-6
5019,-6
5020,-6
5021,-11
5022,-12
5023,-12
5024,-13
5025,-10
5026,-9
5027,-10
5028,-9
5029,-9
5030,-6
5031,-7
5032,-7
5033,-9
5034,-7
5035,-5
5036,-5
5037,-6
5038,-11
5039,-12
5040,-7
5041,-5
5042,-8
5043,-6
5044,-6
5045,-8
5046,-11
5047,-12
5048,-8
5049,-7
5050,-5
5051,-2
5052,-5
5053,-6
5054,-8
5055,-6
5056,-5
5057,-9
5058,-6
5059,-6
5060,-8
5061,-5
5062,-1
5063,-5
5064,-7
5065,-7
5066,-2
5067,-4
5068,-7
5069,-8
5070,-5
5071,-3
5072,-6
5073,-7
5074,-7
5075,-4
5076,-5
5077,-9
5078,-7
5079,-6
5080,-7
5081,-11
5082,-11
5083,-9
5084,-5
5085,-6
5086,-3
5087,-3
5088,-3
5089,-6
5090,-4
5091,-9
5092,-10
5093,-10
5094,-7
5095,-6
5096,-7
5097,-6
5098,-2
5099,-3
5100,-8
5101,-6
5102,-8
5103,-7
5104,-4
5105,-7
5106,-10
5107,-8
5108,-7
5109,-1
5110,-5
5111,-7
5112,-6
5113,-5
5114,-4
5115,-6
5116,-2
5117,-7
5118,-3
5119,-5
5120,-7
5121,-6
5122,-9
5123,-4
5124,-7
5125,-5
5126,-6
5127,-7
5128,-8
5129,-4
5130,-4
5131,-1
5132,-2
5133,-5
5134,-2
5135,-1
5136,-2
5137,-5
5138,-4
5139,-9
5140,-8
5141,-5
5142,-1
5143,-3
5144,-4
5145,-2
5146,-3
5147,-4
5148,-2
5149,-4
5150,2
5151,-5
5152,-8
5153,-7
5154,-10
5155,-6
5156,-6
5157,-4
5158,-5
5159,-3
5160,-6
5161,-6
5162,-2
5163,-4
5164,-6
5165,-1
5166,-8
5167,-5
5168,-8
5169,-5
5170,-7
5171,-4
5172,-3
5173,-2
5174,-4
5175,-5
5176,-5
5177,-2
5178,-4
5179,-2
5180,-1
5181,-4
5182,-5
5183,-5
5184,-5
5185,-4
5186,-2
5187,-4
5188,-3
5189,-7
5190,-3
5191,-2
5192,-5
5193,-2
5194,-4
5195,-1
5196,0
5197,-6
5198,-3
5199,-4
5200,-5
5201,-4
5202,-4
5203,-8
5204,-6
5205,-4
5206,-3
5207,-4
5208,-5
5209,-3
5210,-7
5211,-6
5212,-4
5213,-8
5214,-5
5215,-7
5216,-2
5217,-9
5218,-4
5219,-7
5220,-8
5221,-8
5222,-10
5223,-8
5224,-9
5225,-8
5226,-7
5227,-9
5228,-10
5229,-7
5230,-6
5231,-10
5232,-13
5233,-8
5234,-9
5235,-2
5236,-5
5237,-3
5238,-6
5239,-8
5240,-7
5241,-3
5242,-5
5243,-6
5244,-4
5245,-6
5246,-5
5247,-4
5248,-5
5249,-3
5250,-3
5251,-6
5252,-6
5253,-9
5254,-6
5255,-6
5256,-3
5257,-10
